IP: ::1 | Waktu: 2025-03-29 14:52:45 | Halaman: stok | User-Agent: Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36 | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:07:33 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:21:55 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:26:53 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:28:52 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:35:35 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:37:08 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:37:45 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:38:28 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:38:35 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:38:40 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
IP: ::1 | Waktu: 2025-03-29 15:39:36 | Halaman: stok | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 | Perangkat: Laptop/Desktop | Role: Admin
